CLIENTNUM,Attrition_Flag,Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,BinnedFeature,OrdinalFeature
797468658,Existing Customer,53,M,3,High School,Married,$120K +,47,5,1,3,19081.0,2431,16650.0,0.10891963497203415,1536,31,0.12816370490037698,0.127,1,0,0,0,Medium,High
711534183,Existing Customer,41,M,2,High School,Single,$80K - $120K,36,4,2,4,28830.0,0,28830.0,0.2313806299676185,3533,57,0.26009693053311794,0.0,1,0,0,0,High,Low
721083258,Existing Customer,37,F,4,High School,Divorced,$40K - $60K,22,5,1,3,2563.0,1638,925.0,0.2004710038269061,2064,46,0.24690360796984387,0.639,1,0,0,0,Low,Low
717986058,Existing Customer,29,F,0,High School,Single,Less than $40K,13,6,3,5,5240.0,1608,3632.0,0.36591109802767147,2712,64,0.20947765212708672,0.307,1,0,0,0,Low,Low
804610908,Existing Customer,49,F,2,Doctorate,Married,Less than $40K,44,4,3,0,3397.0,1962,1435.0,0.142184280247277,3295,66,0.16424340333871837,0.578,1,0,0,0,Low,Medium
717602733,Existing Customer,47,M,3,Doctorate,Single,Less than $40K,35,4,3,2,1842.0,0,1842.0,0.21371798645863996,4165,67,0.17070543887991385,0.0,1,0,0,0,Low,Medium
713233908,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,21,5,3,3,20791.0,0,20791.0,0.21901677951133353,2883,93,0.20328486806677437,0.0,1,0,0,0,Medium,Low
712658283,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,28,3,2,3,3701.0,969,2732.0,0.31763320576979687,3222,86,0.16774367259019926,0.262,1,0,0,0,Low,Low
708796458,Existing Customer,30,F,2,Graduate,Single,Less than $40K,18,3,1,4,4199.0,1903,2296.0,0.3117456579334707,3016,67,0.20543887991383955,0.453,1,0,0,0,Low,Low
713557533,Existing Customer,34,M,3,High School,Single,$40K - $60K,21,4,1,3,4353.0,1655,2698.0,0.23726817780394469,2664,81,0.23801830910070007,0.38,1,0,0,0,Low,Low
710524533,Attrited Customer,38,F,4,College,Married,$40K - $60K,36,4,4,4,4913.0,2517,2396.0,0.10244333235207537,899,28,0.07350565428109855,0.512,1,0,0,0,Low,Low
713412558,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,22,3,3,1,5454.0,1108,4346.0,0.30055931704445094,2674,67,0.1817447495961228,0.203,1,0,0,0,Low,Low
718934058,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,26,4,3,2,2845.0,2517,328.0,0.20194289078598765,2396,51,0.13462574044157244,0.885,1,0,0,0,Low,Low
717613233,Existing Customer,45,M,4,Uneducated,Married,$60K - $80K,33,5,2,4,25907.0,745,25162.0,0.17868707683249926,2058,56,0.21701669359181477,0.029,0,0,0,1,High,Medium
821710308,Existing Customer,38,F,3,Uneducated,Single,Less than $40K,33,5,3,2,2206.0,2018,188.0,0.19075654989696791,1739,35,0.17959073774905765,0.915,1,0,0,0,Low,Low
716089983,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,24,3,1,4,12050.0,1732,10318.0,0.23667942302031206,2015,46,0.189553042541734,0.14400000000000002,1,0,0,0,Low,Low
712071708,Existing Customer,63,F,0,Graduate,Married,Less than $40K,36,6,3,4,2107.0,1351,756.0,0.15337062113629674,1320,35,0.14054927302100162,0.641,1,0,0,0,Low,High
770721858,Existing Customer,65,M,1,Graduate,Married,Less than $40K,56,3,2,5,3539.0,2517,1022.0,0.10185457756844275,1463,31,0.17016693591814758,0.711,1,0,0,0,Low,High
715629783,Existing Customer,51,M,1,Graduate,Married,$40K - $60K,36,6,2,2,17905.0,980,16925.0,0.21518987341772153,4399,64,0.20947765212708672,0.055,0,0,0,1,Medium,High
768886533,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,31,3,1,3,4940.0,1199,3741.0,0.46217250515160435,3246,57,0.2423263327948304,0.243,1,0,0,0,Low,Low
711291558,Existing Customer,27,M,0,Uneducated,Single,$60K - $80K,36,4,3,3,2464.0,0,2464.0,0.14777745069178688,2636,50,0.11550888529886916,0.0,1,0,0,0,Low,Low
714929283,Existing Customer,34,F,0,High School,Married,$40K - $60K,36,5,1,3,3203.0,2229,974.0,0.3373564910214895,2625,52,0.16828217555196556,0.6960000000000001,1,0,0,0,Low,Low
716285358,Existing Customer,32,F,1,College,Divorced,Less than $40K,36,3,5,4,1835.0,1017,818.0,0.241389461289373,2801,79,0.1397415185783522,0.554,1,0,0,0,Low,Low
710958033,Existing Customer,49,F,5,Uneducated,Single,Less than $40K,39,3,2,2,1993.0,0,1993.0,0.1586694141889903,4075,76,0.18551427032848683,0.0,1,0,0,0,Low,Medium
789690483,Existing Customer,39,M,4,High School,Married,$80K - $120K,25,6,2,3,8208.0,0,8208.0,0.4615837503679718,3135,39,0.3142164781906301,0.0,1,0,0,0,Low,Low
789338583,Existing Customer,42,M,2,Doctorate,Married,$80K - $120K,32,4,2,2,26222.0,1073,25149.0,0.37915808065940537,1988,30,0.15589660743134087,0.041,1,0,0,0,High,Low
717411483,Existing Customer,55,M,4,College,Divorced,$80K - $120K,36,4,2,3,34173.0,1194,32979.0,0.3108625257580218,3731,69,0.21970920840064623,0.035,1,0,0,0,High,High
720799608,Existing Customer,57,F,2,Graduate,Married,$40K - $60K,49,5,1,2,3377.0,1720,1657.0,0.14453929938180748,1621,32,0.10527732902530965,0.509,1,0,0,0,Low,High
714112383,Existing Customer,53,M,2,Graduate,Married,$120K +,43,6,3,2,5882.0,2335,3547.0,0.1704445098616426,1380,30,0.17959073774905765,0.397,1,0,0,0,Low,High
717994608,Existing Customer,51,M,0,Graduate,Married,$80K - $120K,40,4,3,2,7158.0,0,7158.0,0.2661171622019429,2113,60,0.23559504577275175,0.0,1,0,0,0,Low,High
798558783,Existing Customer,47,M,3,Graduate,Married,Less than $40K,41,6,1,4,5833.0,1747,4086.0,0.162201942890786,3732,75,0.14297253634894994,0.30000000000000004,1,0,0,0,Low,Medium
716875083,Existing Customer,26,F,0,High School,Single,$40K - $60K,36,6,3,4,4152.0,0,4152.0,0.23667942302031206,2351,42,0.0840064620355412,0.0,1,0,0,0,Low,Low
714603558,Existing Customer,37,M,2,High School,Single,$40K - $60K,24,6,2,3,11699.0,1758,9941.0,0.2558139534883721,2007,46,0.2692514808831449,0.15,1,0,0,0,Low,Low
789903708,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,35,6,3,2,4505.0,1562,2943.0,0.17780394465705032,3968,68,0.16666666666666669,0.34700000000000003,1,0,0,0,Low,Medium
801989733,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,48,6,3,2,7667.0,1193,6474.0,0.32410950838975566,3915,76,0.16612816370490038,0.156,1,0,0,0,Low,High
789504183,Existing Customer,37,M,4,Graduate,Single,$120K +,28,3,3,4,34516.0,0,34516.0,0.1683838681189285,2574,62,0.2075928917609047,0.0,1,0,0,0,High,Low
714574083,Existing Customer,36,F,3,Graduate,Single,Less than $40K,31,3,2,3,2937.0,2159,778.0,0.1972328525169267,2511,51,0.18847603661820142,0.735,1,0,0,0,Low,Low
717978033,Existing Customer,36,F,1,High School,Single,Less than $40K,36,5,3,4,5257.0,1572,3685.0,0.21548425080953781,2822,73,0.17743672590199247,0.299,1,0,0,0,Low,Low
711256908,Existing Customer,39,M,2,High School,Single,$60K - $80K,28,6,3,3,10331.0,957,9374.0,0.20576979687959968,3695,81,0.17582121701669362,0.093,1,0,0,0,Low,Low
721023708,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,36,3,3,3,17557.0,0,17557.0,0.1963497203414778,2142,62,0.10177705977382877,0.0,1,0,0,0,Medium,Medium
714522258,Existing Customer,56,F,2,Graduate,Married,Less than $40K,48,6,3,2,4366.0,1590,2776.0,0.13982926111274654,1596,37,0.11389337641357028,0.364,1,0,0,0,Low,High
713644758,Existing Customer,49,M,3,Graduate,Single,$120K +,36,6,2,3,8514.0,2013,6501.0,0.19546658816602885,4098,74,0.14593430263866453,0.23600000000000002,1,0,0,0,Low,Medium
712700358,Existing Customer,36,F,4,Uneducated,Single,Less than $40K,26,4,3,2,2002.0,1377,625.0,0.19752722990874302,2411,60,0.19224555735056542,0.6880000000000001,1,0,0,0,Low,Low
779873508,Existing Customer,51,F,0,High School,Married,Less than $40K,35,5,3,4,3132.0,1815,1317.0,0.29967618486900205,3607,60,0.2517501346257405,0.58,1,0,0,0,Low,High
779342958,Existing Customer,26,F,0,College,Married,$40K - $60K,13,2,3,3,2010.0,1070,940.0,0.2667059169855755,3625,85,0.170974690360797,0.532,1,0,0,0,Low,Low
711738333,Existing Customer,34,M,2,Graduate,Married,$80K - $120K,23,6,2,3,7567.0,1776,5791.0,0.37533117456579335,2361,45,0.23559504577275175,0.23500000000000001,1,0,0,0,Low,Low
709413933,Attrited Customer,56,M,2,High School,Single,$40K - $60K,40,2,6,4,2381.0,651,1730.0,0.17427141595525464,1920,46,0.1577813677975229,0.273,1,0,0,0,Low,High
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +,31,6,2,4,34516.0,2398,32118.0,0.2699440682955549,4976,88,0.18632202477113627,0.069,0,0,0,1,High,Low
713372583,Existing Customer,42,F,4,High School,Single,Less than $40K,19,3,2,0,1438.3,0,1438.3,0.19899911686782457,3786,67,0.14081852450188478,0.0,1,0,0,0,Low,Low
710092683,Existing Customer,38,M,2,College,Married,$80K - $120K,30,2,3,2,3735.0,1421,2314.0,0.16779511333529587,1837,47,0.19951534733441034,0.38,1,0,0,0,Low,Low
779284833,Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,37,3,3,1,22127.0,1799,20328.0,0.22313806299676187,3591,63,0.20193861066235866,0.081,1,0,0,0,Medium,High
717132633,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,50,3,2,2,7348.0,1466,5882.0,0.3638504562849573,3066,61,0.18686052773290257,0.2,1,0,0,0,Low,High
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +,34,3,2,3,11188.0,0,11188.0,0.193700323815131,2109,47,0.16720516962843296,0.0,1,0,0,0,Low,High
714954033,Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,36,5,2,3,5076.0,1223,3853.0,0.24433323520753608,2675,57,0.16935918147549814,0.241,1,0,0,0,Low,Low
755399433,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,36,6,1,2,28634.0,926,27708.0,0.1831027377097439,4549,68,0.17743672590199247,0.032,1,0,0,0,High,Low
709876008,Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,36,3,1,3,3414.0,1473,1941.0,0.17574330291433618,1803,49,0.3042541733979537,0.431,1,0,0,0,Low,Medium
709918158,Existing Customer,43,M,3,High School,Married,$80K - $120K,23,5,6,1,12315.0,0,12315.0,0.2634677656755961,2028,51,0.14674205708131396,0.0,1,0,0,0,Medium,Low
713350908,Existing Customer,41,F,2,Uneducated,Married,$40K - $60K,36,5,3,3,2690.0,1912,778.0,0.2037091551368855,3636,68,0.18847603661820142,0.711,1,0,0,0,Low,Low
715759458,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,31,6,2,4,12165.0,0,12165.0,0.34147777450691785,4066,74,0.18362950996230482,0.0,1,0,0,0,Medium,Low
713976258,Existing Customer,51,F,3,Graduate,Single,Less than $40K,46,4,1,3,1792.0,989,803.0,0.3538416249632028,3102,63,0.18928379106085086,0.552,1,0,0,0,Low,High
790174608,Existing Customer,37,M,1,Doctorate,Single,$80K - $120K,30,6,3,2,19300.0,1181,18119.0,0.2249043273476597,2660,70,0.21405492730210018,0.061,1,0,0,0,Medium,Low
771335358,Existing Customer,37,M,2,College,Divorced,$40K - $60K,24,3,3,4,8120.0,2098,6022.0,0.24315572564027085,3161,54,0.1852450188476037,0.258,1,0,0,0,Low,Low
708382083,Existing Customer,49,M,5,High School,Married,$80K - $120K,36,6,2,2,2292.0,0,2292.0,0.2873123344127171,2584,60,0.13462574044157244,0.0,1,0,0,0,Low,Medium
771829758,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,25,6,3,3,21434.0,1345,20089.0,0.17750956726523404,2143,46,0.1577813677975229,0.063,1,0,0,0,Medium,Low
720409608,Existing Customer,45,M,3,High School,Married,$120K +,35,6,2,3,32446.0,1974,30472.0,0.18280836031792758,1717,39,0.18739903069466884,0.061,1,0,0,0,High,Medium
717830583,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,36,6,3,3,9133.0,2140,6993.0,0.19105092728878423,4101,88,0.16962843295638128,0.234,1,0,0,0,Low,Low
715455708,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,37,3,3,2,5116.0,1468,3648.0,0.26788342655284075,2361,49,0.17043618739903071,0.28700000000000003,1,0,0,0,Low,Medium
719108358,Existing Customer,39,M,2,Post-Graduate,Married,$80K - $120K,31,5,2,1,18974.0,2517,16457.0,0.40300264939652636,2783,56,0.2692514808831449,0.133,1,0,0,0,Medium,Low
769323183,Existing Customer,51,M,4,Uneducated,Single,$120K +,45,6,2,3,12101.0,2517,9584.0,0.21577862820135413,2086,44,0.2046311254711901,0.20800000000000002,1,0,0,0,Low,High
820020258,Existing Customer,55,F,1,High School,Single,$40K - $60K,46,5,3,4,5379.0,962,4417.0,0.24345010303208717,1778,40,0.078082929456112,0.179,1,0,0,0,Low,High
719234883,Existing Customer,57,M,3,Graduate,Single,$120K +,49,5,3,3,32676.0,2134,30542.0,0.2346187812775979,3990,88,0.2046311254711901,0.065,1,0,0,0,High,High
807349158,Existing Customer,36,M,4,Doctorate,Divorced,$120K +,31,4,3,4,34516.0,1491,33025.0,0.2737709743891669,2243,60,0.2517501346257405,0.043000000000000003,1,0,0,0,High,Low
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,34,5,2,4,5858.0,0,5858.0,0.25110391521931114,3355,77,0.1626278944534195,0.0,1,0,0,0,Low,Low
711659958,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,56,4,2,1,2692.0,1869,823.0,0.21901677951133353,1594,36,0.24098007539041466,0.6940000000000001,1,0,0,0,Low,High
798988983,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,45,6,3,2,7165.0,2037,5128.0,0.24433323520753608,3553,78,0.24286483575659668,0.28400000000000003,1,0,0,0,Low,High
710760258,Existing Customer,50,F,3,High School,Married,Less than $40K,38,4,3,4,1438.3,0,1438.3,0.31910509272887844,4740,81,0.17582121701669362,0.0,1,0,0,0,Low,Medium
799700208,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,32,5,1,1,26988.0,1587,25401.0,0.28495731527818663,3732,70,0.21405492730210018,0.059000000000000004,0,0,0,1,High,Low
787460883,Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K,28,3,3,4,11091.0,0,11091.0,0.15366499852811305,1234,34,0.08292945611200862,0.0,1,0,0,0,Low,Low
770937183,Existing Customer,40,F,4,Graduate,Single,Less than $40K,27,3,1,2,10745.0,2084,8661.0,0.2493376508684133,3502,87,0.2512116316639742,0.194,0,0,0,1,Low,Low
772268058,Existing Customer,46,F,4,Uneducated,Single,Less than $40K,35,5,2,3,2722.0,1473,1249.0,0.21695613776861936,3129,69,0.18389876144318795,0.541,1,0,0,0,Low,Medium
710166783,Existing Customer,49,F,1,Graduate,Married,Less than $40K,36,3,3,0,8228.0,0,8228.0,0.27730350309096263,4277,80,0.18901453957996772,0.0,1,0,0,0,Low,Medium
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,39,5,1,1,34516.0,543,33973.0,0.21931115690314984,3951,76,0.2423263327948304,0.016,1,0,0,0,High,Medium
714011358,Existing Customer,38,M,3,Graduate,Divorced,$80K - $120K,24,5,1,3,14821.0,0,14821.0,0.19458345599057994,2876,60,0.16747442110931612,0.0,1,0,0,0,Medium,Low
821150958,Existing Customer,52,M,5,Graduate,Single,$80K - $120K,47,3,1,1,2047.0,665,1382.0,0.17809832204886664,3452,66,0.18632202477113627,0.325,1,0,0,0,Low,High
792272658,Existing Customer,40,M,3,Graduate,Single,$80K - $120K,34,3,3,4,22380.0,1220,21160.0,0.2602296143656167,3756,73,0.21001615508885302,0.055,1,0,0,0,Medium,Low
809818008,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,31,3,3,5,12893.0,1620,11273.0,0.16956137768619373,2300,60,0.12466343564889608,0.126,1,0,0,0,Low,Low
803231058,Existing Customer,53,M,3,High School,Single,Less than $40K,47,5,1,1,3351.0,1474,1877.0,0.11569031498380924,4294,66,0.19843834141087777,0.44,1,0,0,0,Low,High
720450108,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,44,5,1,1,1438.3,0,1438.3,0.16956137768619373,1585,37,0.16397415185783523,0.0,1,0,0,0,Low,High
719076858,Existing Customer,34,M,4,College,Single,$60K - $80K,20,5,1,2,2165.0,1952,213.0,0.24197821607300563,2651,81,0.22644049542272485,0.902,1,0,0,0,Low,Low
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,42,4,5,3,34516.0,2099,32417.0,0.13217544892552252,1756,35,0.06731287022078622,0.061,1,0,0,0,High,Medium
709284333,Existing Customer,36,M,1,Uneducated,Divorced,$120K +,28,6,3,2,5260.0,1116,4144.0,0.19546658816602885,2546,62,0.23667205169628436,0.212,1,0,0,0,Low,Low
788122533,Existing Customer,56,F,1,Graduate,Married,Less than $40K,48,6,2,2,1438.3,0,1438.3,0.2078304386223138,1336,32,0.2374798061389338,0.0,1,0,0,0,Low,High
709206333,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,30,3,4,4,4333.0,0,4333.0,0.13629673241095083,1558,40,0.14485729671513195,0.0,1,0,0,0,Low,Medium
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,32,3,2,1,6637.0,0,6637.0,0.19870473947600825,1801,48,0.16155088852988694,0.0,1,0,0,0,Low,Medium
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,28,4,3,0,3174.0,2462,712.0,0.22725934648219018,3140,74,0.19413031771674746,0.776,1,0,0,0,Low,Low
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,36,4,2,5,4396.0,1489,2907.0,0.3703267589049161,3942,69,0.21970920840064623,0.339,1,0,0,0,Low,Medium
821149008,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,48,6,2,4,34516.0,0,34516.0,0.1586694141889903,1661,40,0.16155088852988694,0.0,1,0,0,0,High,High
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K,37,3,2,4,1438.3,0,1438.3,0.2555195760965558,3637,80,0.2315562735595046,0.0,1,0,0,0,Low,Medium
780202908,Existing Customer,53,F,2,Graduate,Single,Less than $40K,43,3,3,4,6853.0,1480,5373.0,0.15101560200176628,2833,70,0.14970382337102855,0.216,1,0,0,0,Low,High
716183283,Existing Customer,27,F,1,College,Divorced,Less than $40K,15,5,3,2,2166.0,890,1276.0,0.30144244921989993,3563,70,0.24017232094776522,0.41100000000000003,1,0,0,0,Low,Low
719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,28,6,1,4,4475.0,0,4475.0,0.2078304386223138,3367,66,0.19843834141087777,0.0,1,0,0,0,Low,Low
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,18,6,3,2,16604.0,1716,14888.0,0.3017368266117162,2580,61,0.17474421109316104,0.10300000000000001,1,0,0,0,Medium,Low
768364233,Existing Customer,59,M,1,High School,Married,$40K - $60K,53,6,2,5,5446.0,1885,3561.0,0.18928466293788637,1505,33,0.08616047388260636,0.34600000000000003,1,0,0,0,Low,High
712762758,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,34,4,2,0,9451.0,1280,8171.0,0.2004710038269061,3179,79,0.26252019386106623,0.135,1,0,0,0,Low,Medium
713089458,Existing Customer,44,M,1,High School,Married,Less than $40K,33,5,2,2,6130.0,808,5322.0,0.21989991168678247,3411,78,0.15939687668282176,0.132,1,0,0,0,Low,Medium
826780683,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,36,6,2,2,15008.0,0,15008.0,0.2307918751839859,3943,85,0.2075928917609047,0.0,1,0,0,0,Medium,Low
780251658,Existing Customer,32,M,1,High School,Married,$40K - $60K,18,4,1,4,4583.0,1586,2997.0,0.24374448042390345,2395,57,0.21028540656973616,0.34600000000000003,1,0,0,0,Low,Low
772273983,Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,37,1,3,4,5268.0,2191,3077.0,0.1831027377097439,2138,40,0.11550888529886916,0.41600000000000004,1,0,0,0,Low,Medium
720688158,Existing Customer,37,F,3,High School,Single,Less than $40K,25,3,2,4,2282.0,0,2282.0,0.2181336473358846,2751,68,0.17743672590199247,0.0,1,0,0,0,Low,Low
708193008,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,30,3,3,4,14480.0,0,14480.0,0.2069473064468649,1616,43,0.17609046849757676,0.0,1,0,0,0,Medium,Low
772449858,Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,41,5,3,4,7570.0,1388,6182.0,0.26758904916102444,3849,70,0.15912762520193863,0.183,1,0,0,0,Low,High
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,38,4,2,2,12878.0,1628,11250.0,0.15955254636443922,1968,59,0.1978998384491115,0.126,1,0,0,0,Low,High
708502908,Existing Customer,61,M,2,High School,Single,$60K - $80K,48,5,2,3,26218.0,0,26218.0,0.2178392699440683,3925,88,0.22428648357565967,0.0,0,0,0,1,High,High
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,36,6,1,5,34516.0,1323,33193.0,0.2749484839564322,3422,78,0.14243403338718363,0.038,0,0,0,1,High,Medium
720906033,Existing Customer,35,M,1,Graduate,Married,$40K - $60K,25,5,4,4,5801.0,1176,4625.0,0.3297026788342656,2987,52,0.23074851911685515,0.203,1,0,0,0,Low,Low
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,53,5,3,2,2271.0,1278,993.0,0.11039152193111569,1550,33,0.17501346257404418,0.5630000000000001,1,0,0,0,Low,High
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,23,6,3,3,3107.0,2354,753.0,0.36738298498675304,2720,48,0.31825525040387725,0.758,1,0,0,0,Low,Low
710268858,Existing Customer,33,F,4,Graduate,Single,Less than $40K,22,5,1,2,2001.0,1217,784.0,0.2281424786576391,3162,99,0.1903607969843834,0.608,1,0,0,0,Low,Low
788360283,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,26,4,1,0,1438.3,0,1438.3,0.25463644392110685,2557,55,0.16639741518578352,0.0,1,0,0,0,Low,Low
802884933,Existing Customer,61,M,1,Graduate,Married,$60K - $80K,55,6,2,3,3264.0,1348,1916.0,0.22254930821312924,1665,32,0.14108777598276792,0.41300000000000003,1,0,0,0,Low,High
718785483,Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,29,6,3,3,34516.0,1435,33081.0,0.3326464527524286,4238,85,0.2178244480344642,0.042,0,0,0,1,High,Low
708816408,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,32,4,6,3,21756.0,0,21756.0,0.24050632911392406,3063,71,0.13758750673128703,0.0,1,0,0,0,Medium,Low
715363908,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,26,4,1,2,4726.0,1551,3175.0,0.16014130114807185,3658,70,0.16908992999461497,0.328,1,0,0,0,Low,Medium
711251133,Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,27,5,2,3,15326.0,0,15326.0,0.3411833971151016,2990,55,0.25955842757135167,0.0,1,0,0,0,Medium,Low
789193383,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,54,3,1,5,2644.0,1691,953.0,0.22225493082131292,3495,70,0.16908992999461497,0.64,1,0,0,0,Low,High
712801758,Existing Customer,37,F,1,Graduate,Single,$40K - $60K,27,6,1,2,2673.0,2517,156.0,0.21018545775684427,3052,63,0.20193861066235866,0.9420000000000001,1,0,0,0,Low,Low
718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,33,5,1,3,16227.0,917,15310.0,0.1410067706800118,4314,67,0.17070543887991385,0.057,1,0,0,0,Medium,Medium
771960708,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,40,3,2,4,3290.0,2461,829.0,0.2346187812775979,3591,80,0.19897684437264407,0.748,1,0,0,0,Low,High
717427983,Existing Customer,50,F,3,High School,Single,Less than $40K,39,4,3,4,11176.0,2422,8754.0,0.2952605239917574,2682,64,0.17259019924609587,0.217,0,0,0,1,Low,Medium
771599283,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,41,3,2,5,2492.0,1668,824.0,0.19163968207241686,1606,32,0.2374798061389338,0.669,1,0,0,0,Low,High
717237708,Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,38,3,3,5,14265.0,1878,12387.0,0.2493376508684133,3982,58,0.23451803984921918,0.132,1,0,0,0,Medium,High
712513458,Existing Customer,47,F,4,High School,Single,Less than $40K,38,4,1,4,7469.0,1899,5570.0,0.2940830144244922,3150,70,0.13166397415185785,0.254,1,0,0,0,Low,Medium
709690158,Existing Customer,52,F,4,Graduate,Married,Less than $40K,36,6,1,2,4592.0,2517,2075.0,0.1683838681189285,1470,33,0.19843834141087777,0.548,1,0,0,0,Low,High
709959858,Existing Customer,43,F,4,Graduate,Single,Less than $40K,32,6,3,4,4341.0,0,4341.0,0.18045334118339712,3825,63,0.1445880452342488,0.0,1,0,0,0,Low,Low
720683958,Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,36,6,2,2,34516.0,0,34516.0,0.2184280247277009,4077,67,0.20543887991383955,0.0,0,1,0,0,High,Low
717843783,Existing Customer,33,F,1,College,Single,Less than $40K,17,4,3,2,13431.0,1583,11848.0,0.18280836031792758,2338,71,0.18578352180937,0.11800000000000001,0,0,0,1,Medium,Low
708849858,Existing Customer,44,M,3,Doctorate,Single,$120K +,35,4,1,5,14028.0,1435,12593.0,0.16779511333529587,3683,73,0.1987075928917609,0.10200000000000001,1,0,0,0,Medium,Medium
712652283,Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,28,4,1,3,34516.0,774,33742.0,0.2911392405063291,3030,74,0.21674744211093164,0.022,1,0,0,0,High,Low
793461933,Existing Customer,37,M,3,High School,Single,$80K - $120K,31,4,2,4,5699.0,1006,4693.0,0.21607300559317044,2835,57,0.2423263327948304,0.177,1,0,0,0,Low,Low
767114958,Existing Customer,65,M,0,Uneducated,Single,Less than $40K,56,4,2,2,3226.0,2073,1153.0,0.3046806005298793,3250,70,0.15912762520193863,0.643,1,0,0,0,Low,High
709216533,Existing Customer,52,M,2,College,Married,$80K - $120K,36,6,3,4,2803.0,778,2025.0,0.1619075654989697,3142,64,0.1510500807754443,0.278,1,0,0,0,Low,High
720897783,Existing Customer,50,M,1,Uneducated,Married,$120K +,30,6,2,5,34516.0,2010,32506.0,0.17486017073888724,2776,59,0.1978998384491115,0.058,1,0,0,0,High,Medium
773503308,Existing Customer,59,M,1,Uneducated,Single,Less than $40K,53,5,5,4,2192.0,1569,623.0,0.2078304386223138,4010,79,0.19305331179321486,0.716,1,0,0,0,Low,High
710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,31,5,2,4,4736.0,945,3791.0,0.2458051221666176,3927,73,0.17743672590199247,0.2,1,0,0,0,Low,Low
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,49,5,2,4,9944.0,1606,8338.0,0.18251398292611126,3159,69,0.1529348411416263,0.162,1,0,0,0,Low,High
